5
60,80
80,410
200,200
370,110
280,360
12
100,220
250,90
410,210
180,380
80,30
110,460
250,130
350,390
270,290
410,350
240,280
50,250
2000
60,80
80,410
200,200
370,110
280,360
62.79614,80.14719
80.29309,407.2154
197.2544,200.5491
367.2381,109.5397
281.8337,357.8841
65.59226,80.29437
80.58618,404.4308
194.5088,201.0982
364.4761,109.0794
283.6675,355.7681
68.38837,80.44156
80.87933,401.6463
191.7632,201.6474
361.7142,108.6191
285.5012,353.6522
71.18449,80.58875
81.17247,398.8617
189.0176,202.1965
358.9523,108.1588
287.335,351.5363
73.9806,80.73593
81.46558,396.0771
186.272,202.7456
356.1903,107.6985
289.1687,349.4203
76.77671,80.88312
81.75867,393.2925
183.5584,203.4156
353.4284,107.2382
291.0024,347.3044
79.57282,81.0303
82.05176,390.508
180.3331,205.0051
350.6665,106.7779
292.8362,345.1884
82.36893,81.17749
82.34489,387.7234
177.9114,206.4095
347.9045,106.3176
294.6699,343.0725
85.16505,81.32468
82.63803,384.9388
175.1307,207.9917
345.1229,105.9973
296.5037,340.9566
87.96116,81.47186
82.93112,382.1542
171.9923,209.7541
342.3295,105.805
298.3374,338.8406
90.75727,81.61905
83.22422,379.3697
169.2008,211.3173
339.5318,105.7034
300.1711,336.7247
93.55338,81.76624
83.51736,376.5851
166.7304,212.6342
336.7323,105.7065
302.0049,334.6088
96.34949,81.91342
83.81047,373.8005
164.2637,213.958
333.9337,105.7742
303.8386,332.4928
99.14561,82.06061
84.10356,371.0159
161.8065,215.2998
331.1383,105.9235
305.6724,330.3769
101.9417,82.20779
84.3967,368.2314
159.3068,216.5601
328.3455,106.1139
307.5061,328.261
104.7378,82.35498
84.68982,365.4468
156.7629,217.7277
325.5495,106.2562
309.3398,326.145
107.5339,82.50217
84.98291,362.6622
154.1319,218.6838
322.7564,106.4497
311.1736,324.0291
110.3301,82.64935
85.27602,359.8776
151.4418,219.459
319.9612,106.6029
313.0073,321.9131
113.1262,82.79654
85.56916,357.093
148.712,220.0807
317.1633,106.6985
314.8411,319.7972
115.9223,82.94373
85.86226,354.3085
145.9557,220.5727
314.3671,106.8404
316.6748,317.6813
118.7184,83.09091
86.15536,351.5239
143.1821,220.9547
311.5694,106.9374
318.5085,315.5653
121.5145,83.2381
86.4485,348.7393
140.3972,221.2439
308.7701,106.9718
320.3423,313.4494
124.3106,83.38528
86.74159,345.9547
137.6052,221.4545
305.9714,107.0504
322.176,311.3335
127.1067,83.53245
87.03471,343.1702
134.8089,221.5982
303.1733,106.9608
324.0098,309.2175
129.9028,83.67958
87.32784,340.3856
132.0103,221.6846
300.3856,106.7029
325.8435,307.1016
132.699,83.82671
87.62093,337.601
129.2106,221.722
297.6148,106.301
327.6772,304.9857
135.4818,83.66261
87.91406,334.8164
126.4106,221.7177
294.8618,105.7914
329.511,302.8697
138.9943,82.87743
88.20717,332.0319
123.6109,221.6779
292.1267,105.1921
331.3447,300.7538
